curr_id,contract,sex,car,income,credit,income_type,education,family_status,house,start_day,organization
102768,Cash loans,F,N,180000,532345.5,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 11
102769,Cash loans,M,Y,90000,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,SUNDAY,Self-employed
102771,Cash loans,F,Y,121500,816660,State servant,Higher education,Single / not married,With parents,FRIDAY,Medicine
102773,Cash loans,F,Y,157500,176328,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Construction
102774,Cash loans,F,N,103500,544491,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA
102775,Cash loans,F,N,67500,810000,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Medicine
102776,Cash loans,F,N,180000,260640,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Self-employed
102777,Cash loans,F,N,58500,247275,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA
102778,Cash loans,F,N,67500,152820,Pensioner,Lower secondary,Married,House / apartment,FRIDAY,XNA
102779,Cash loans,F,N,29250,152820,Pensioner,Secondary / secondary special,Single / not married,House / apartment,MONDAY,XNA
102780,Cash loans,F,Y,180000,482103,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
102781,Cash loans,M,N,135000,327024,Working,Secondary / secondary special,Married,Municipal apartment,TUESDAY,Government
102782,Cash loans,F,N,693000,835380,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Business Entity Type 3
102783,Cash loans,F,N,76500,360000,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
102784,Cash loans,F,N,171000,1047771,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Transport: type 4
102785,Cash loans,F,N,202500,808650,Working,Secondary / secondary special,Married,Co-op apartment,THURSDAY,Business Entity Type 2
102786,Cash loans,F,N,157500,656361,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
102787,Cash loans,M,Y,360000,408780,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Housing
102788,Cash loans,F,Y,99000,130500,Commercial associate,Secondary / secondary special,Widow,House / apartment,THURSDAY,Industry: type 3
102789,Cash loans,F,N,90000,593010,Working,Lower secondary,Married,House / apartment,TUESDAY,Business Entity Type 3
102790,Cash loans,F,Y,144000,781920,State servant,Secondary / secondary special,Married,House / apartment,THURSDAY,Government
102791,Cash loans,F,Y,225000,521280,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
102792,Cash loans,F,N,90000,457834.5,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
102793,Cash loans,M,Y,202500,1886850,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Housing
102794,Cash loans,M,Y,157500,900000,Working,Higher education,Married,House / apartment,WEDNESDAY,Other
102795,Cash loans,M,N,135000,539100,Commercial associate,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3
102796,Cash loans,F,N,76500,314100,Working,Lower secondary,Widow,House / apartment,THURSDAY,Business Entity Type 3
102797,Cash loans,F,N,112500,517500,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
102798,Cash loans,F,N,135000,545040,Commercial associate,Higher education,Single / not married,House / apartment,THURSDAY,Self-employed
102800,Cash loans,M,N,90000,652500,Working,Secondary / secondary special,Married,Municipal apartment,WEDNESDAY,Business Entity Type 3
102801,Cash loans,F,N,450000,669600,Commercial associate,Higher education,Single / not married,House / apartment,FRIDAY,Business Entity Type 3
102802,Cash loans,M,Y,292500,1087366.5,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
102803,Cash loans,F,N,135000,253377,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
102804,Cash loans,F,N,171000,675000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
102805,Cash loans,M,Y,270000,781920,Working,Higher education,Married,Co-op apartment,FRIDAY,Business Entity Type 3
102806,Cash loans,F,N,162000,711072,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Housing
102807,Cash loans,F,N,157500,1076247,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed
102808,Cash loans,F,N,112500,312840,State servant,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Other
102809,Cash loans,F,N,112500,648000,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Other
102810,Cash loans,F,N,112500,571500,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
102811,Cash loans,F,N,90000,271066.5,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA
102812,Revolving loans,M,N,76500,180000,Pensioner,Secondary / secondary special,Single / not married,Co-op apartment,MONDAY,XNA
102813,Cash loans,M,Y,157500,450000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
102814,Cash loans,M,Y,315000,1800000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 4
102815,Cash loans,M,Y,112500,539100,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
102816,Cash loans,M,Y,225000,257391,Pensioner,Higher education,Married,House / apartment,TUESDAY,XNA
102817,Cash loans,M,Y,225000,472500,Working,Secondary / secondary special,Separated,Municipal apartment,TUESDAY,Self-employed
102818,Cash loans,F,Y,211500,810000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 3
102819,Cash loans,M,Y,225000,1130760,Working,Secondary / secondary special,Separated,House / apartment,SUNDAY,Transport: type 2
102820,Cash loans,F,N,135000,61128,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Business Entity Type 2
102821,Cash loans,M,N,202500,677664,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,XNA
102822,Cash loans,F,Y,207000,1125000,Working,Secondary / secondary special,Separated,House / apartment,FRIDAY,Other
102823,Cash loans,M,Y,450000,1024740,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Mobile
102824,Cash loans,F,N,67500,177903,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
102825,Cash loans,F,N,90000,609187.5,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
102826,Cash loans,F,N,225000,993082.5,Pensioner,Higher education,Married,House / apartment,WEDNESDAY,XNA
102827,Cash loans,F,Y,450000,942300,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Trade: type 7
102828,Cash loans,M,Y,112500,495000,Commercial associate,Secondary / secondary special,Married,Rented apartment,SATURDAY,Business Entity Type 3
102829,Cash loans,M,N,112500,95940,Pensioner,Secondary / secondary special,Separated,House / apartment,SUNDAY,XNA
102830,Cash loans,F,Y,135000,1442952,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
102831,Cash loans,F,N,49500,292500,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
102832,Cash loans,F,Y,202500,900000,State servant,Higher education,Married,House / apartment,TUESDAY,Security Ministries
102833,Cash loans,F,N,117000,454500,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3
102834,Cash loans,F,N,247500,675000,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
102835,Cash loans,M,Y,405000,225000,Working,Incomplete higher,Civil marriage,House / apartment,THURSDAY,School
102836,Cash loans,M,N,135000,76500,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Trade: type 7
102837,Cash loans,M,N,202500,545040,Working,Incomplete higher,Civil marriage,House / apartment,WEDNESDAY,Trade: type 7
102839,Cash loans,F,N,225000,450000,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA
102840,Cash loans,F,Y,103500,490500,State servant,Higher education,Married,House / apartment,MONDAY,Business Entity Type 2
102841,Cash loans,F,N,54000,143910,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Other
102842,Cash loans,M,Y,225000,508495.5,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 1
102843,Cash loans,M,N,81000,472500,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
102844,Cash loans,M,Y,247500,450000,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 3
102845,Cash loans,F,N,157500,106974,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Transport: type 2
102846,Cash loans,M,N,51750,203760,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
102847,Cash loans,M,Y,157500,343377,Commercial associate,Secondary / secondary special,Married,Municipal apartment,TUESDAY,Self-employed
102848,Cash loans,F,N,103500,414792,Working,Secondary / secondary special,Married,With parents,FRIDAY,Business Entity Type 3
102849,Cash loans,F,N,99000,593010,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Kindergarten
102850,Revolving loans,M,N,112500,270000,Commercial associate,Secondary / secondary special,Single / not married,With parents,WEDNESDAY,Business Entity Type 3
102851,Cash loans,F,N,216000,900000,Working,Higher education,Married,With parents,MONDAY,University
102852,Cash loans,F,N,90000,254700,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA
102853,Cash loans,F,Y,90000,284400,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Trade: type 7
102855,Cash loans,F,Y,202500,912240,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Trade: type 3
102856,Cash loans,F,Y,135000,1042560,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Mobile
102857,Cash loans,F,Y,180000,1331019,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Self-employed
102858,Cash loans,F,Y,67500,900000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed
102859,Cash loans,M,N,180000,773680.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Self-employed
102860,Cash loans,M,N,67500,142632,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 2
102861,Cash loans,F,Y,202500,1800000,Working,Higher education,Married,House / apartment,WEDNESDAY,Medicine
102864,Cash loans,F,N,157500,1256400,Working,Higher education,Married,House / apartment,TUESDAY,Self-employed
102865,Cash loans,F,N,108000,601677,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
102866,Cash loans,F,Y,202500,810000,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Industry: type 11
102869,Cash loans,M,Y,360000,675000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
102870,Cash loans,F,N,157500,582228,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
102871,Cash loans,M,Y,202500,382500,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Other
102872,Cash loans,M,N,112500,331632,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
102873,Cash loans,F,Y,112500,946980,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
102874,Cash loans,F,N,90000,298512,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Industry: type 11
102875,Cash loans,M,Y,112500,188685,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Electricity
102876,Cash loans,M,Y,112500,193572,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Other
102877,Cash loans,F,N,135000,315000,Working,Incomplete higher,Single / not married,Municipal apartment,MONDAY,Medicine
102879,Cash loans,F,N,225000,1061599.5,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
102880,Cash loans,F,Y,47250,387000,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA
102881,Cash loans,F,N,112500,810000,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Industry: type 3
102882,Cash loans,F,N,85500,665892,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Bank
102883,Cash loans,F,N,67500,135000,Working,Incomplete higher,Married,House / apartment,FRIDAY,Security Ministries
102884,Cash loans,M,N,180000,1125000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
102885,Cash loans,F,N,337500,1006920,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
102886,Cash loans,M,N,99000,239850,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
102888,Cash loans,F,N,112500,500427,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed
102889,Cash loans,M,N,202500,315000,State servant,Secondary / secondary special,Married,Rented apartment,THURSDAY,Industry: type 7
102890,Cash loans,F,N,157500,497749.5,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA
102891,Cash loans,F,N,315000,824823,Working,Secondary / secondary special,Married,Municipal apartment,MONDAY,Services
102892,Cash loans,F,N,157500,834048,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
102893,Cash loans,F,Y,180000,945000,State servant,Higher education,Married,House / apartment,MONDAY,Medicine
102894,Cash loans,M,Y,360000,1535553,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 2
102895,Cash loans,F,N,90000,1078200,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine
102896,Cash loans,F,N,180000,805536,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed
102897,Cash loans,M,N,202500,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3
102899,Cash loans,F,N,157500,697500,Commercial associate,Secondary / secondary special,Widow,House / apartment,TUESDAY,Business Entity Type 3
102900,Cash loans,M,N,360000,517419,State servant,Higher education,Married,House / apartment,SUNDAY,Military
102901,Cash loans,M,N,202500,1024740,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Construction
102902,Revolving loans,F,N,90000,270000,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
102903,Cash loans,F,N,90000,225000,Working,Higher education,Married,House / apartment,THURSDAY,Kindergarten
102905,Cash loans,M,N,112500,690048,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Industry: type 13
102906,Cash loans,F,Y,180000,791532,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Industry: type 5
102907,Cash loans,F,N,112500,385164,Working,Higher education,Single / not married,With parents,WEDNESDAY,Advertising
102908,Cash loans,F,Y,225000,545040,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
102909,Cash loans,M,Y,157500,94500,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 4
102910,Cash loans,F,N,90000,239850,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Self-employed
102911,Cash loans,F,Y,135000,381528,Working,Secondary / secondary special,Single / not married,Municipal apartment,THURSDAY,Self-employed
102913,Cash loans,F,N,99000,814041,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Other
102914,Cash loans,F,N,112500,197820,Pensioner,Secondary / secondary special,Separated,House / apartment,THURSDAY,XNA
102915,Cash loans,M,Y,180000,1436850,Working,Lower secondary,Married,Municipal apartment,THURSDAY,Other
102916,Cash loans,F,N,67500,545040,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Other
102917,Revolving loans,F,N,157500,157500,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,WEDNESDAY,Trade: type 3
102918,Cash loans,M,N,202500,112500,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed
102920,Cash loans,F,N,180000,1040463,State servant,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Postal
102921,Cash loans,F,N,135000,900000,Working,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Self-employed
102922,Cash loans,M,N,135000,343377,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Business Entity Type 3
102923,Cash loans,F,N,90000,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,XNA
102924,Cash loans,F,Y,184500,284400,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed
102925,Cash loans,M,Y,112500,553806,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
102926,Cash loans,F,Y,202500,1350000,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
102928,Cash loans,F,N,157500,225000,State servant,Secondary / secondary special,Married,House / apartment,TUESDAY,Kindergarten
102929,Cash loans,F,N,130500,384048,Pensioner,Secondary / secondary special,Widow,House / apartment,FRIDAY,XNA
102930,Cash loans,F,N,72000,1006920,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
102931,Cash loans,F,Y,292500,1409719.5,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Other
102934,Cash loans,M,Y,225000,1762110,Working,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3
102936,Cash loans,F,N,99000,225000,Working,Secondary / secondary special,Civil marriage,Municipal apartment,MONDAY,Self-employed
102937,Cash loans,M,Y,270000,1125000,State servant,Higher education,Married,House / apartment,FRIDAY,Government
102938,Cash loans,F,Y,112500,929088,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Trade: type 6
102939,Cash loans,M,Y,157500,225000,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
102940,Cash loans,F,Y,162000,225000,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Self-employed
102941,Cash loans,F,N,90000,364500,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
102942,Cash loans,F,N,112500,646920,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Trade: type 7
102943,Cash loans,F,Y,63000,479637,Pensioner,Secondary / secondary special,Widow,House / apartment,THURSDAY,XNA
102944,Cash loans,F,N,81000,517788,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
102945,Cash loans,F,N,112500,239850,Pensioner,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,XNA
102946,Cash loans,M,N,202500,921330,Working,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3
102947,Cash loans,F,N,121500,531706.5,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
102948,Cash loans,F,N,202500,945000,Commercial associate,Higher education,Single / not married,House / apartment,TUESDAY,School
102949,Cash loans,F,N,126000,260568,Working,Secondary / secondary special,Separated,House / apartment,FRIDAY,Construction
102950,Cash loans,M,Y,234000,1125000,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
102951,Cash loans,F,N,112500,675000,State servant,Higher education,Married,House / apartment,THURSDAY,School
102952,Cash loans,F,N,157500,1255680,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
102953,Cash loans,M,N,90000,239850,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
102954,Cash loans,F,N,135000,729792,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 7
102955,Revolving loans,F,Y,94500,270000,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Government
102956,Cash loans,M,Y,157500,288873,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Transport: type 3
102957,Cash loans,M,Y,315000,938304,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
102959,Cash loans,F,N,333000,297130.5,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
102960,Revolving loans,F,N,135000,405000,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
102961,Cash loans,F,N,72000,1129500,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA
102962,Cash loans,M,Y,292500,1125171,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
102963,Revolving loans,M,Y,202500,855000,Working,Higher education,Married,House / apartment,FRIDAY,Industry: type 11
102964,Cash loans,M,N,202500,229500,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Police
102965,Cash loans,F,N,90000,454500,Working,Secondary / secondary special,Single / not married,Rented apartment,TUESDAY,Transport: type 4
102966,Cash loans,F,N,180000,1082214,Commercial associate,Higher education,Civil marriage,House / apartment,MONDAY,School
102967,Revolving loans,F,Y,81000,135000,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine
102968,Revolving loans,F,N,144000,337500,State servant,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,Government
102970,Cash loans,F,Y,135000,545040,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Postal
102972,Cash loans,F,Y,180000,454500,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3
102973,Cash loans,M,Y,270000,254700,Commercial associate,Secondary / secondary special,Married,Municipal apartment,SATURDAY,Business Entity Type 1
102974,Cash loans,F,N,67500,308133,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
102976,Cash loans,F,N,90000,1051245,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
102977,Cash loans,F,N,225000,742500,Working,Higher education,Married,House / apartment,SATURDAY,Self-employed
102978,Cash loans,F,N,252000,358344,Working,Higher education,Widow,House / apartment,TUESDAY,School
102980,Cash loans,F,N,225000,766863,Commercial associate,Higher education,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3
102981,Cash loans,F,N,175500,720000,Working,Higher education,Married,House / apartment,TUESDAY,Industry: type 11
102983,Cash loans,F,N,112500,178290,Working,Higher education,Single / not married,Office apartment,WEDNESDAY,Other
102984,Cash loans,M,Y,63000,286528.5,Pensioner,Higher education,Married,House / apartment,TUESDAY,XNA
102985,Cash loans,M,N,117000,193572,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 3
102986,Cash loans,M,Y,175500,646389,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Transport: type 2
102988,Cash loans,F,N,112500,508495.5,Pensioner,Higher education,Married,House / apartment,MONDAY,XNA
102990,Cash loans,M,Y,225000,675000,Working,Secondary / secondary special,Widow,House / apartment,TUESDAY,Self-employed
102991,Revolving loans,F,Y,56997,180000,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
102992,Cash loans,M,Y,180000,278613,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Restaurant
102993,Cash loans,F,N,157500,505642.5,Commercial associate,Secondary / secondary special,Separated,House / apartment,THURSDAY,Business Entity Type 3
102994,Revolving loans,F,N,54000,247500,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
102997,Cash loans,F,N,112500,1467612,Pensioner,Secondary / secondary special,Widow,House / apartment,THURSDAY,XNA
102998,Cash loans,M,N,135000,566055,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
102999,Cash loans,F,N,135000,781920,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,XNA
103002,Cash loans,F,N,225000,787131,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine
103003,Cash loans,M,N,270000,1483231.5,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
103005,Cash loans,M,Y,157500,1125000,Working,Higher education,Married,House / apartment,MONDAY,Industry: type 2
103006,Cash loans,M,Y,216000,1104997.5,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3
103007,Cash loans,F,Y,85500,566055,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
103008,Revolving loans,M,N,157500,495000,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Business Entity Type 2
103009,Cash loans,F,N,90000,269550,State servant,Incomplete higher,Married,With parents,TUESDAY,Kindergarten
103011,Cash loans,F,N,144000,1506816,State servant,Higher education,Married,House / apartment,TUESDAY,School
103012,Cash loans,M,Y,202500,254700,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
103013,Cash loans,M,Y,247500,695970,State servant,Secondary / secondary special,Married,House / apartment,MONDAY,Security Ministries
103014,Cash loans,M,Y,112500,454500,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
103015,Cash loans,F,N,180000,417024,Commercial associate,Secondary / secondary special,Widow,House / apartment,MONDAY,Business Entity Type 3
103016,Cash loans,F,Y,157500,521280,Working,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3
103017,Cash loans,F,N,63000,135000,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
103018,Revolving loans,M,Y,270000,270000,State servant,Secondary / secondary special,Married,Municipal apartment,THURSDAY,Industry: type 9
103019,Cash loans,F,Y,67500,215865,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Government
103020,Cash loans,F,N,112500,534204,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
103021,Cash loans,M,N,90000,143910,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Other
103022,Cash loans,F,N,180000,153576,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed
103023,Cash loans,M,Y,157500,640080,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
103024,Cash loans,F,N,225000,1512796.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Government
103026,Cash loans,M,N,162000,391009.5,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Construction
103027,Cash loans,F,N,144000,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
103028,Cash loans,F,Y,126000,523597.5,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
103030,Cash loans,F,N,90000,509922,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed
103031,Cash loans,F,Y,180000,521280,Working,Incomplete higher,Civil marriage,House / apartment,WEDNESDAY,Self-employed
103032,Cash loans,F,N,121500,414792,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,XNA
103033,Cash loans,M,Y,225000,900000,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Transport: type 4
103034,Cash loans,M,N,271800,443088,Pensioner,Higher education,Separated,House / apartment,WEDNESDAY,XNA
103035,Cash loans,M,Y,121500,545040,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed
103036,Cash loans,F,Y,135000,112068,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed
103037,Cash loans,F,N,135000,693000,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
103038,Cash loans,F,Y,243900,1350000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3
103039,Cash loans,F,N,225000,225000,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
103040,Cash loans,F,N,90000,508495.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,XNA
103041,Cash loans,F,N,135000,1185120,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Industry: type 3
103042,Cash loans,F,Y,126000,457119,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,School
103043,Cash loans,F,N,144000,408330,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Self-employed
103044,Cash loans,M,N,135000,284400,Pensioner,Secondary / secondary special,Married,House / apartment,SUNDAY,XNA
103045,Cash loans,M,N,202500,715095,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Business Entity Type 3
103047,Cash loans,F,N,157500,314100,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA
103048,Revolving loans,M,Y,112500,450000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,XNA
103049,Cash loans,M,N,180000,385164,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
